cluster,config,epoch,freq_Hz,flagged_frac,retained_frac,exposure_s,ms_path
A1413,D,2,8935000000.0,0.08690444767058203,0.913095552329418,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,9063000000.0,0.06649399498482249,0.9335060050151776,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,9191000000.0,0.06915848379263013,0.9308415162073699,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,9319000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,9447000000.0,0.18373418390258076,0.8162658160974192,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,9575000000.0,0.1475386036689983,0.8524613963310017,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,9703000000.0,0.16571309787773203,0.834286902122268,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,9831000000.0,0.11658967929259602,0.883410320707404,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,9959000000.0,0.6125877632898696,0.38741223671013036,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,10039000000.0,0.6805929013175585,0.31940709868244155,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,10167000000.0,0.22616073229211014,0.7738392677078898,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,10295000000.0,0.2870647351438559,0.7129352648561441,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,10423000000.0,0.1463174169262139,0.8536825830737861,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,10551000000.0,0.25427982432553553,0.7457201756744645,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,10679000000.0,0.5392143673908657,0.4607856326091343,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,10807000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,10935000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,11063000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,11191000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,11319000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,11447000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,11575000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,11703000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,11831000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,11959000000.0,1.0,0.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1795,C,1,8039000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,8167000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,8295000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,8423000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,8551000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,8679000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,8807000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,8935000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,9063000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,9191000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,9319000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,9447000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,9575000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,9703000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,9831000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,9959000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,10039000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,10167000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,10295000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,10423000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,10551000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,10679000000.0,0.0,1.0,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,10807000000.0,0.005213692125049465,0.9947863078749505,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,10935000000.0,0.0017025089605734768,0.9982974910394266,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
A1795,C,1,11063000000.0,0.0014001275561047555,0.9985998724438953,4245.2,../../../Image-Processing/A1795/full_image/cconfig-p3.ms
